idx,ability,base_correct,tuned_correct
930,Location False Beliefs,1,1
931,Location False Beliefs,0,0
932,Location False Beliefs,1,1
933,Location False Beliefs,1,1
934,Location False Beliefs,0,1
935,Location False Beliefs,1,1
936,Location False Beliefs,1,1
937,Location False Beliefs,1,1
938,Location False Beliefs,0,1
939,Location False Beliefs,1,1
940,Location False Beliefs,1,1
941,Location False Beliefs,1,1
942,Location False Beliefs,0,0
943,Location False Beliefs,1,1
944,Location False Beliefs,1,1
945,Location False Beliefs,0,1
946,Location False Beliefs,1,1
947,Location False Beliefs,1,0
948,Location False Beliefs,1,0
949,Location False Beliefs,1,1
950,Location False Beliefs,0,1
951,Location False Beliefs,1,0
952,Location False Beliefs,1,1
953,Location False Beliefs,1,1
954,Location False Beliefs,1,1
955,Location False Beliefs,1,1
956,Location False Beliefs,0,1
957,Location False Beliefs,1,1
958,Location False Beliefs,1,1
959,Location False Beliefs,0,0
960,Location False Beliefs,1,0
961,Location False Beliefs,1,1
962,Location False Beliefs,1,1
963,Location False Beliefs,1,1
964,Location False Beliefs,1,1
965,Location False Beliefs,1,1
966,Location False Beliefs,1,1
967,Location False Beliefs,0,1
968,Location False Beliefs,1,1
969,Location False Beliefs,1,1
970,Location False Beliefs,1,1
971,Location False Beliefs,1,1
972,Location False Beliefs,1,1
973,Location False Beliefs,1,0
974,Location False Beliefs,1,1
975,Location False Beliefs,1,1
976,Location False Beliefs,1,1
977,Location False Beliefs,1,1
978,Location False Beliefs,1,1
979,Location False Beliefs,1,1
980,Location False Beliefs,1,1
981,Location False Beliefs,1,1
982,Location False Beliefs,1,1
983,Location False Beliefs,1,1
984,Location False Beliefs,1,1
985,Location False Beliefs,1,1
986,Location False Beliefs,1,1
987,Location False Beliefs,1,1
988,Location False Beliefs,1,1
989,Location False Beliefs,0,1
990,Location False Beliefs,1,1
991,Location False Beliefs,0,1
992,Location False Beliefs,0,1
993,Location False Beliefs,1,1
994,Location False Beliefs,1,1
995,Location False Beliefs,0,1
996,Location False Beliefs,1,1
997,Location False Beliefs,1,1
998,Location False Beliefs,0,0
999,Location False Beliefs,1,1
