item_id,source,task,category,ability,answer,split
45d6de5d1f8a94e2,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B,train
438535d5359ff2cf,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
c600f184f642932c,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,train
1d49689ded54e6d0,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
a0e4ed5182cbe148,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
163bb172552e28e9,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
c45f6f03dcc09a88,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
8e55cbaee744df1c,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,train
4f685962ff6ef743,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A,train
c913b9417ffa550c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
c3f4031498b3f71b,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
2e9d1adc2405168a,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
23a7d5e99cf94c8b,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
812e35e2fdbbbfc8,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B,train
24924c16550f2109,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
39937f3885926030,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
5350ff104ca3865c,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,train
cde76eda65ec65c7,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C,train
c02f4692f0d70432,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
a220a8535e889796,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
7b6240f1522d1408,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,train
d16c2945123da3e2,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
bc2c322b5cc43af5,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,A,train
8b1f42f456f7cda6,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
19c565c0fc859601,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
9df31ba2ded23869,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
a863c980fd4ff8bc,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
3be99530d2b923d4,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
f35949c7dff4c161,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,D,train
2f6de0e584bd6fcd,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,D,train
cebfa6b8b9d1a91e,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
228346da5bb8168b,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
f353070ad31bfb96,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
06cd4cbbb243ef6d,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
f111db6dcf35875a,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,train
9c7ba0e98fe7ac15,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D,train
96af628fb39e8998,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
45ff5673e717370f,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,A,train
dbc25b10e3153a65,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
e2e6e8161cf64fd6,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
fe7cc4fcd6ff9997,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
3686c0f436a2397e,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,train
7a48993963074cb0,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,D,train
f051ec02c33e2490,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,C,train
c00d1ae481b8b6d5,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,A,train
0c04c51b32209872,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
cf05927b9471f8d1,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,train
0dfbc39b5ed7f50b,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A,train
0d775e4bc1931c15,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
7f8fde4737f30ebd,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
b203601057b49564,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
9d35c2d4caa286f2,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C,train
ba6a21aad0d0bc28,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
276c3b56e5290448,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,C,train
eab5ab2a64b5b7ac,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
4a7fc23d82d35279,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
f247e6fbffc329d9,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,D,train
e94f85c3253a2a32,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
973be0055ebc4aaa,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
285a3b6c390e7845,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
4c6581368c06afe4,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,train
2f25e4d792d29163,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
7058025dc0b10618,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,train
0045380722083375,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
e988fdb2e713f7cb,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
398bc870caed08e8,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,train
2d04df6bdc9c2a07,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,train
7bfca9515c41b999,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
6c0b80c8171a1cd7,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,A,train
f31b044f0f4155e3,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B,train
38993577a60c0d51,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
77fbbe074f8d02c6,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
932b3991c0b16c1b,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
1eee9624bc4ce55a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
1073d4c092c85fa9,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,train
40bae93e6df4639b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
f84cdfb03d902c65,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
1d55e7ac0a7e8f85,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,A,train
fc5788f7304df478,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,train
b120247919d36e70,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,train
9c84be63efa6b1c2,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
c6136a9016f64886,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
83ecb9b55188ab68,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
9e8d651a344970a0,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
937ee0ce116b99af,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
1717b1ab128baa03,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,train
011853323b99cff3,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
a56cd32c3fead5d3,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
be22242c42e26ede,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
e71b9788b2dec50b,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
049559717c087189,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
41436b34b8a20f03,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,train
3375e80dc086805e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
36df99fef54043c2,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B,train
03eb07b42cfbf4d7,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,train
e38b6b48bd510839,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,train
d3159d8cc27bd240,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B,train
0ca2a4732f16efb5,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D,train
3103eb480f9ddd54,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
d24e2f5a731b72e6,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,train
e0fb770261d70709,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,A,train
1248f0f3c9cdef4e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
94e27d7a4f1e1cec,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D,train
19c55548fc0f222e,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,D,train
aa2c002627527945,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
3d6a095384ccc44e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
ab3f264ac74a11e3,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
cf2f1e0c9b5aaf7c,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
814365fc9a8412d1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
969542cf79f90a5b,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
0a2cc6603f49baf9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
d285e15cf36f7b2e,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
e41d5572989c8f48,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
67ea8594afaaad86,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,D,train
53c6e3766fc3a10f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
9e3e20091aaa9621,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
1450553c8476d424,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
29f4baf89c5ee471,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
1e247cfcf3732dbd,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
cc1f179f36135c67,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
3f4914013e3a7b7f,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,A,train
f15faed3d06b5996,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,train
9a8d99303148c4a0,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,B,train
02765c8d9938e963,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
67383742f0e402bc,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
aad09b9e4d34693a,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
dd37e32a435fdf2c,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,B,train
ff2d88724f60a8ce,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
bb7c27868b8ab8b1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
41199a75a9110059,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
ea1df588327a0062,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A,train
ffc2eb2fe6b7c9f1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
9fd93018618fdb6b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
941e60b08877a5de,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
99e23e8cb1bf54f7,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,train
63f919b287a24103,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,train
3d6298941de9c0c6,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,train
4e66ea19c7220380,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
b8afd82baf4e54c2,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
16e9f0a538dd48bb,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
50ef402cff4c3d91,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
5daae91392ebd8af,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
05a2ca3473779145,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
aab22742b4bc324b,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
f693ea4897ea742f,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D,train
cefa27b8f1c80a94,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A,train
991a9095db74b267,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C,train
8fb161d6ae4b77d5,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
2d9467c379548b8c,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,train
155992ca9eb0374f,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A,train
118a8be83e84b96a,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
cf1eb35fb90db292,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,C,train
9c9d86e6dcb43166,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C,train
1406a0d9e40aa1b9,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B,train
c2b9d0df6ef87a6c,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
f377007537f32674,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
a9a2facba8836438,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,B,train
de7c91cd17eaa33e,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,C,train
cb14e647bff8ea78,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,train
dcf3c7971c7893e3,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,train
d0b4428b8d8e718e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
bcb4bf1bf1700314,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,train
909f5ca2bbbfaf00,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,train
4c609c5194633c22,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A,train
21adfaef52d38e58,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
bc81d42ea61d819c,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
55b5dc6a7ed4c2e8,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
1a0de4b97780293c,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,train
abba55582efd2e15,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
5b5d67bfd4bb789f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
07f3e638f2279c10,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,train
5ebb44629dfa6aa0,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
f3a7233785c377b6,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
0eae220800bc7a37,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
8544ec9ef57cd83d,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,C,train
f7955e7be7bf17e2,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B,train
18d49d400377d14c,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,train
cae7a703f0a3cd89,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
5e573f4fd55a60bd,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,train
0c507e77da4f6d7a,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,train
929821ccb70f1cf9,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
1691cf083c170786,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
475ca753a99eb3d1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
46ad8cc84b522784,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,D,train
a278c4e6e37cd096,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D,train
cb693803ab34de46,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
1faff76a53ae77b4,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D,train
5895dca283457f95,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
8c60bdac74071806,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
e5269ee3f76bed0b,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,train
6abafa98337b4795,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A,train
b5e4556a851f97a5,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
0f90ba0909e24c7e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
679ef24b57748127,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
5c515ad0c0312ce9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
36914ec71b17a678,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
0f2da7d85a861339,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,train
41b6d6d3c35928d8,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
d12458070b4afd2d,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
a88ff738d7a6cb5f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
c1c14e6fd116884b,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
5abcf2a6ec40d16c,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
8dea42cfedc15094,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,C,train
22c9b5ed57863f26,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,D,train
1259b1b446bb9230,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
7a495a42743d55a9,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,train
f4612116342f404c,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,train
e93e9f5319c5d143,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
2eb145f0b31acb38,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
acd459ea83067e2c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
1d9c192c669f54ce,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,A,train
13eca6192b5ee686,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
66db5a1058702d42,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
461a4903468fc6ac,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
510fa42922914f7d,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,train
f03de3e49b7a6ca6,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,B,train
18bac602a1b02fe5,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
1a37a431693e2daa,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
0c5398d2f81cf18c,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
53d1a35acfec0e09,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
5288f50572143e04,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
f079b47097906be1,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
b49764025b5cb1ef,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
c146735e4f54d3ab,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B,train
747ac8059314ee59,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B,train
f64fa7221a775f14,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C,train
92f1f9337436bd76,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,train
e9f30cbcbf83d5f1,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
07b83aebc23ec51e,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D,train
60d435103cc00cd5,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
8c3cfa73180fb43e,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
1aee3cc2a2e7e41c,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,D,train
10458349fcaf6e4d,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A,train
9ab9dc9e5ebf2004,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
7ad54b30cf0e795d,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,train
ff290881aebc5406,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
c2618c8399087819,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
453fed2d0812731f,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
26dc278618317b6f,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,train
d9b5f3ccbe33f399,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
2eba379006fadfcf,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,D,train
6f906e8b99510608,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
22a47781bcb7be2c,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,train
b2c197b96a4032f8,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
40de9d84f5a5ce20,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
6d2a930efd3bcccf,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,D,train
c3e254b324a4537e,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,train
215f247958193e9e,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),B,train
d917d276640f3b4d,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,B,train
90c66464781df5fd,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
c168f90201fc4ecc,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A,train
1121ffd485d1988b,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
9f4f579b83129e6c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
6981ed049a245b48,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,C,train
a73afcf2ea238a20,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
884288b67e950168,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
e631209cfb87cec3,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,train
99a9ad9bdd48810d,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,train
d7d99c9b4aa07e70,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
efde43d72fd6a106,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
23f858ba9339c149,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
975e8e27b8df81e3,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
bb90a013cc8a713a,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,train
a8bdf5571473736d,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
